1462,"hyperpnoea","hyperpnoea"
1463,"hyperprolactinaemia","hyperprolactinaemia"
1464,"hyperpyrexia","hyperpyrexia"
1465,"hyper-reflexia","hyper-reflexia"
1466,"hypersalivation","hypersalivation"
1467,"hypersensitivity","hypersensitivity"
1468,"Hypersensitivity phenomena","Hypersensitivity phenomena"
1469,"hypersensitivity reaction","hypersensitivity"
1470,"hypersensitivity reaction )","hypersensitivity )"
1471,"hypersensitivity reactions","hypersensitivity"
1472,"hypersensitivity/ anaphylactoid reaction","hypersensitivity/ anaphylactoid"
1473,"hypersexuality","hypersexuality"
1474,"hypersomnia","hypersomnia"
1475,"hyperstimulation syndrome","hyperstimulation"
1476,"hypertension","hypertension"
1477,"hypertensive crisis","hypertensive crisis"
1478,"hypertensive encephalopathy","hypertensive encephalopathy"
1479,"hyperthermia","hyperthermia"
1480,"hyperthesia","hyperthesia"
1481,"Hyperthyroid symptoms","Hyperthyroid"
1482,"hyperthyroidism","hyperthyroidism"
1483,"hypertonia","hypertonia"
1484,"hypertonicity","hypertonicity"
1485,"hypertonus","hypertonus"
1486,"hypertrichosis","hypertrichosis"
1487,"hypertriglyceridaemia","hypertriglyceridaemia"
1488,"hypertriglyceridaemia pancreatitis","hypertriglyceridaemia pancreatitis"
1489,"hyperuricaemia","hyperuricaemia"
1490,"hyperventilation","hyperventilation"
1491,"hypervolaemia","hypervolaemia"
1492,"hypo/ hyperglycaemia","hypo/ hyperglycaemia"
1493,"hypo/ hyperkalaemia","hypo/ hyperkalaemia"
1494,"hypo/ hypertension","hypo/ hypertension"
1495,"hypo/ hyperthermia","hypo/ hyperthermia"
1496,"hypo/ hyperthyroidism","hypo/ hyperthyroidism"
1497,"hypo/ paraesthesia","hypo/ paraesthesia"
1498,"hypo/hyperpigmentation","hypo/hyperpigmentation"
1499,"hypo/hypertension","hypo/hypertension"
1500,"hypoacusis","hypoacusis"
1501,"hypoaesthesia","hypoaesthesia"
1502,"hypoalbuminaemia","hypoalbuminaemia"
1503,"hypoalbuminemia","hypoalbuminemia"
1504,"hypoaldosteronism","hypoaldosteronism"
1505,"hypocalcaemia","hypocalcaemia"
1506,"hypocalcaemia in children","hypocalcaemia children"
1507,"hypocarbia","hypocarbia"
1508,"hypochloraemia","hypochloraemia"
1509,"hypoesthesia","hypoesthesia"
1510,"hypoestrogenism","hypoestrogenism"
1511,"hypogammaglobulinaemia","hypogammaglobulinaemia"
1512,"Hypoglycaemia","Hypoglycaemia"
1513,"hypoguesia","hypoguesia"
1514,"hypokalaemia","hypokalaemia"
1515,"hypokalaemic alkalosis","hypokalaemic alkalosis"
1516,"hypokinesia","hypokinesia"
1517,"hypomagnesaemia","hypomagnesaemia"
1518,"hypomania","hypomania"
1519,"hyponatraemia","hyponatraemia"
1520,"hyponatraemic encephalopathy","hyponatraemic encephalopathy"
1521,"hypoperfusion induced renal failure","hypoperfusion induced renal"
1522,"hypophenylalaninaemia","hypophenylalaninaemia"
1523,"hypophosphataemia","hypophosphataemia"
1524,"hypophosphatemia","hypophosphatemia"
1525,"hypophysitis","hypophysitis"
1526,"hypopigmentation","hypopigmentation"
1527,"hypoproteinaemia","hypoproteinaemia"
1528,"hypoprothrombinaemia","hypoprothrombinaemia"
1529,"hyposmia","hyposmia"
1530,"hypostatic pneumonia","hypostatic pneumonia"
1531,"hypotension","hypotension"
1532,"hypotension esp postural","hypotension postural"
1533,"Hypotension syncope","Hypotension syncope"
1534,"Hypotension with pruritus","Hypotension pruritus"
1535,"hypothermia","hypothermia"
1536,"hypothermia hyperammonaemia","hypothermia hyperammonaemia"
1537,"hypothyroidism","hypothyroidism"
1538,"hypotonia","hypotonia"
1539,"hypotrichosis","hypotrichosis"
1540,"hypovolaemia","hypovolaemia"
1541,"hypoxaemia","hypoxaemia"
1542,"hypoxia","hypoxia"
1543,"hypoxic-ischaemic encephalopathy","hypoxic-ischaemic encephalopathy"
1544,"HZV","HZV"
1545,"IBD","IBD"
1547,"idiopathic TTP","idiopathic TTP"
1548,"idiosyncratic reaction","idiosyncratic"
1549,"IgE Ab development","IgE Ab development"
1550,"IgE development","IgE development"
1551,"IgG","IgG"
1552,"IHD","IHD"
1553,"ILD","ILD"
1554,"ILD-like events","ILD-like events"
1555,"ileus","ileus"
1557,"immediate or delayed hypersensitivity","immediate delayed hypersensitivity"
1558,"immediate postinj reaction","immediate postinj"
1559,"immune haemolytic anaemia","immune haemolytic anaemia"
1560,"immune haemolytic anaemia with renal failure","immune haemolytic anaemia renal"
1561,"Immune mediated adverse reactions","Immune mediated adverse"
1562,"immune mediated haemolytic anaemia","immune mediated haemolytic anaemia"
1563,"immune mediated necrotising myopathy","immune mediated necrotising myopathy"
1564,"Immune mediated reactions","Immune mediated"
1565,"immune reactivation syndrome","immune reactivation"
1566,"immune reconstitution inflammatory syndrome","immune reconstitution inflammatory"
1567,"immune reconstitution syndrome","immune reconstitution"
1568,"immune suppression","immune suppression"
1569,"immune thrombocytopenic purpura","immune thrombocytopenic purpura"
1570,"immunogenicity","immunogenicity"
1571,"Immunosuppression","Immunosuppression"
1572,"impair fertility","impair fertility"
1573,"impaired alertness","alertness"
1574,"impaired colour vision","colour vision"
1575,"impaired conc","conc"
1576,"impaired concentration","concentration"
1577,"impaired ejaculation","ejaculation"
1578,"impaired female fertility","female fertility"
1579,"impaired fertility","fertility"
1580,"impaired glucose tolerance","glucose tolerance"
1581,"impaired healing","healing"
1582,"impaired hearing","hearing"
1583,"impaired male fertility","male fertility"
1584,"impaired memory","memory"
1585,"impaired micturition","micturition"
1586,"impaired performance","performance"
1587,"impaired peripheral circulation","peripheral circulation"
1588,"impaired reaction time","time"
1589,"impaired sleeping","sleeping"
1590,"impaired spermatogenesis","spermatogenesis"
1591,"impaired vision","vision"
1592,"impaired wound healing","wound healing"
1593,"implant migration","implant migration"
1594,"implant site reaction","implant site"
1595,"impotence","impotence"
1596,"impulse control disorder","impulse control"
1597,"impulsive behaviour","impulsive behaviour"
1598,"inability to concentrate","inability to concentrate"
1599,"inadequately controlled BP","inadequately controlled BP"
1600,"inappropriate behaviour","inappropriate behaviour"
1601,"inconsolable crying","inconsolable crying"
1602,"incontinence","incontinence"
1603,"incoordination","incoordination"
1604,"incordination","incordination"
1605,"incr aggressiveness","aggressiveness"
1606,"incr ALP","ALP"
1607,"incr ALT","ALT"
1608,"incr ALT/AST","ALT/AST"
1609,"incr ammonia","ammonia"
1610,"incr amylase","amylase"
1611,"incr amylase/ lipase","amylase/ lipase"
1612,"incr angina initially and at dose incr","angina initially at dose incr"
1613,"incr appetite","appetite"
1614,"incr APPT","APPT"
1615,"incr AST","AST"
1617,"incr BGL","BGL"
1618,"incr bilirubin","bilirubin"
1619,"incr bleeding","bleeding"
1620,"incr bleeding tendency","bleeding tendency"
1621,"incr bleeding time","bleeding time"
1622,"incr blood amylase","blood amylase"
1623,"incr blood creatinine","blood creatinine"
1624,"incr blood insulin","blood insulin"
1625,"incr blood prolactin","blood prolactin"
1626,"incr blood urea","blood urea"
1627,"incr blood uric acid","blood uric acid"
1629,"incr body temp","body temp"
1630,"incr body temperature","body temperature"
1631,"incr bone fracture","bone fracture"
1632,"incr bone fracture risk","bone fracture"
1633,"incr bone pain","bone pain"
1634,"incr bowel motility","bowel motility"
1635,"incr BP","BP"
1636,"incr breast cancer risk","breast cancer"
1637,"incr BUN","BUN"
1638,"incr Ca","Ca"
1639,"incr Ca excretion","Ca excretion"
1640,"incr carboxyhaemoglobin","carboxyhaemoglobin"
1641,"incr cervical resistance","cervical resistance"
1642,"incr cholestasis","cholestasis"
1643,"incr cholesterol","cholesterol"
1644,"incr cholesterol/ blood TGs","cholesterol/ blood TGs"
1645,"incr CK","CK"
1646,"incr ClCr","ClCr"
1647,"incr cough","cough"
1648,"incr CPK","CPK"
1649,"incr cramping","cramping"
1650,"incr cramps","cramps"
1651,"incr creatinine","creatinine"
1652,"incr creatinine phosphokinase","creatinine phosphokinase"
1653,"incr CRP","CRP"
1654,"incr CV","CV"
1655,"incr CV event risk","CV event"
1656,"incr decr HDL ","decr HDL"
1657,"incr discoloured sputum","discoloured sputum"
1658,"incr drive","drive"
1659,"incr eyelash length","eyelash length"
1660,"incr falls","falls"
1661,"incr gamma-glutamyltransferase","gamma-glutamyltransferase"
1662,"incr gamma-GT","gamma-GT"
1663,"incr gastric reflux","gastric reflux"
1664,"incr GI infection risk","GI"
1665,"incr GI pH","GI pH"
1666,"incr Hb","Hb"
1667,"incr HbA1c","HbA1c"
1668,"incr heart rate","heart"
1669,"incr hepatic deterioration","hepatic deterioration"
1670,"incr hepatic enzymes","hepatic enzymes"
1671,"incr HR","HR"
1672,"incr ICP","ICP"
1673,"incr in male pattern hair distribution","in male pattern hair distribution"
1674,"incr in nonaxillary sweating","in nonaxillary sweating"
1675,"incr incidence of malignancy","incidence malignancy"
1676,"incr incidence osteosarcoma in animal studies","incidence osteosarcoma animal studies"
1677,"incr incr/ decr BP","incr/ BP"
1678,"incr increased K","increased K"
1679,"incr infection","infection"
1680,"incr infection related events","infection events"
1681,"incr infection risk","infection"
1682,"incr infection susceptibility","infection susceptibility"
1683,"incr inorganic fluoride","inorganic fluoride"
1684,"incr INR","INR"
1685,"incr intracholedochal pressure","intracholedochal pressure"
1686,"incr IOP","IOP"
1687,"Incr iris pigmentation","iris pigmentation"
1688,"incr K","K"
1689,"incr lacrimation","lacrimation"
1690,"incr LDH","LDH"
1691,"incr LDL","LDL"
1692,"incr lesion size","lesion size"
1693,"incr LFTs","LFTs"
1694,"incr libido","libido"
1695,"incr lipase","lipase"
1696,"incr liver enzymes","liver enzymes"
1697,"Incr malignancy risk","malignancy"
1698,"incr menstrual bleeding","menstrual bleeding"
1699,"incr mentrual bleeding","mentrual bleeding"
1700,"incr MI","MI"
1701,"Incr mucus flow","mucus flow"
1702,"incr muscle tone","muscle tone"
1703,"incr Na/Ca excretion","Na/Ca excretion"
1704,"incr new types of seizure","new types seizure"
1705,"incr oesophageal reflux","oesophageal reflux"
1706,"incr or decr blood glucose","or blood glucose"
1707,"incr orgasmic dysfunction","orgasmic"
1708,"incr osteoporotic fracture risk","osteoporotic fracture"
1709,"incr other blood chemistry change","other blood chemistry"
1710,"incr ovarian cancer risk","ovarian cancer"
1711,"incr pancreatic enzymes","pancreatic enzymes"
1712,"incr paranoid psychosis","paranoid psychosis"
1713,"incr parkinsonian symptoms","parkinsonian"
1714,"incr penile size","penile size"
1715,"incr peristalsis","peristalsis"
1716,"incr perspiration","perspiration"
1717,"incr phosphorus","phosphorus"
1718,"incr PO 4","PO 4"
1719,"incr post-treatment nosocomial sepsis risk","post-treatment nosocomial sepsis"
1720,"incr postvoid residual vol","postvoid residual vol"
1721,"incr pregnancy loss","pregnancy"
1722,"incr premature ventricular beats","premature ventricular beats"
1723,"incr prolactin","prolactin"
1724,"incr prothrombin time","prothrombin time"
1725,"incr protnrombin time","protnrombin time"
1726,"incr PT","PT"
1727,"incr pulse rate","pulse"
1728,"incr QT interval","QT interval"
1729,"incr risk 2nd malignancy","risk 2nd malignancy"
1730,"incr risk bleeding event","risk bleeding"
1731,"incr risk bone fracture","risk bone fracture"
1732,"incr risk breast","risk breast"
1733,"incr risk congenital anomaly after assisted reproductive technology","risk congenital anomaly after assisted reproductive technology"
1734,"incr risk congenital malformation after ART","risk congenital malformation after ART"
1735,"incr risk CV disease","risk CV"
1736,"incr risk epistaxis","risk epistaxis"
1737,"incr risk GI infection","risk GI"
1738,"incr risk high grade prostate cancer","risk high grade prostate cancer"
1739,"Incr risk infection","risk"
1740,"incr risk intussusception 1-28 days after 1st dose","risk intussusception 1-28 days after 1st dose"
1741,"incr risk MI","risk MI"
1742,"incr risk miscarriage","risk miscarriage"
1743,"incr risk of abortion","risk abortion"
1744,"incr risk of CV","risk CV"
1745,"incr risk of dementia","risk dementia"
1746,"incr risk of invasive breast","risk invasive breast"
1747,"incr risk of MI","risk MI"
1748,"incr risk of ovarian","risk ovarian"
1749,"Incr risk of suicidality","risk suicidality"
1750,"incr risk opportunistic infection","risk opportunistic"
1751,"incr risk postpartum DIC","risk postpartum DIC"
1752,"incr risk salmonella","risk salmonella"
1753,"incr risk serious CV","risk CV"
1754,"incr risk serious CV thrombotic event","risk CV thrombotic"
1755,"incr risk thrombotic events","risk thrombotic events"
1756,"incr salivation","salivation"
1757,"incr seizure","seizure"
1758,"incr seizure frequency","seizure frequency"
1759,"incr seizure frequency/ severity","seizure frequency/ severity"
1760,"incr serum bilirubin","serum bilirubin"
1761,"incr serum calcitonin","serum calcitonin"
1762,"incr serum cholesterol","serum cholesterol"
1763,"incr serum CK","serum CK"
1764,"incr serum creatinine","serum creatinine"
1765,"incr serum Fe","serum Fe"
1766,"incr serum glucose","serum glucose"
1767,"incr serum lipids","serum lipids"
1768,"incr serum prolactin","serum prolactin"
1769,"incr serum T 4","serum T 4"
1770,"incr serum T4","serum T4"
1771,"incr serum urea","serum urea"
1772,"incr serum urea/ uric acid","serum urea/ uric acid"
1773,"incr serum uric acid","serum uric acid"
1774,"incr severity of HAE assoc pain","severity HAE pain"
1775,"incr stroke","stroke"
1776,"incr suicide risk","suicide"
1777,"incr sweating","sweating"
1778,"incr T 4","T 4"
1779,"incr temperature","temperature"
1780,"incr TG","TG"
1781,"incr TGs","TGs"
1782,"incr thickness","thickness"
1783,"incr thirst","thirst"
1784,"incr total bilirubin","total bilirubin"
1785,"incr total lipids","total lipids"
1786,"incr transaminases","transaminases"
1787,"incr TSH","TSH"
1788,"incr urea level","urea"
1789,"incr uric acid","uric acid"
1790,"incr urinary frequency","urinary frequency"
1791,"incr urinary obstruction","urinary obstruction"
1792,"incr urination","urination"
1793,"incr urine flow rate","urine flow"
1794,"incr urine volume","urine volume"
1795,"incr WBC count","WBC count"
1796,"incr weight","weight"
1797,"incr/decr appetite","incr/decr appetite"
1798,"increase urea ","increase urea "
1799,"increased blood creatinine","blood creatinine"
1800,"increased blood glucose","blood glucose"
1801,"increased calcification","calcification"
1802,"increased ESR","ESR"
1803,"increased glucose","glucose"
1804,"increased glycosylated haemoglobin","glycosylated haemoglobin"
1805,"increased serum T4","serum T4"
1806,"induction of menopausal state","induction menopausal state"
1807,"induration","induration"
1808,"infantile hypertrophic pyloric stenosis","infantile hypertrophic pyloric stenosis"
1809,"infarction","infarction"
1810,"infection","infection"
1811,"infection aggravation","aggravation"
1812,"Infection esp ear","esp ear"
1813,"Infection esp tinea","esp tinea"
1814,"infection risk","risk"
1815,"infectious mononucleosis","infectious mononucleosis"
1816,"infertility","infertility"
1817,"infiltrate","infiltrate"
1818,"inflammation","inflammation"
1819,"inflammatory reaction","inflammatory"
1820,"influenza","influenza"
1821,"influenza resistance","influenza resistance"
1822,"influenza-like illness","influenza-like illness"
1823,"influenza-like symptoms","influenza-like"
1824,"infusion","infusion"
1825,"Infusion assoc reaction","Infusion assoc"
1826,"infusion reaction","infusion"
1827,"infusion related anaphylactoid reaction","infusion anaphylactoid"
1828,"infusion related events","infusion events"
1829,"infusion related reaction","infusion related"
1830,"infusion related reactions","infusion related"
1831,"infusion site pain","infusion pain"
1832,"infusion site phlebitis","infusion phlebitis"
1833,"infusion site reaction","infusion site"
1834,"infusion site reactions","infusion"
1835,"infusion site swelling","infusion swelling"
1836,"inhibited spermatogenesis","inhibited spermatogenesis"
1837,"inhibition of ejaculation","inhibition ejaculation"
1838,"Initial burning","Initial burning"
1839,"initial flare-up of endometriotic symptoms","initial flare-up endometriotic"
1840,"Initial symptom worsening","Initial symptom"
1841,"inj assoc events","inj events"
1842,"inj site abscess","inj abscess"
1843,"inj site discomfort","inj discomfort"
1844,"inj site effects","inj site"
1845,"inj site erythema","inj erythema"
1846,"inj site haematoma","inj haematoma"
1847,"Inj site haemorrhage","Inj haemorrhage"
1848,"inj site infection/ abscess/ necrosis","inj infection/ abscess/ necrosis"
1849,"inj site inflammation","inj inflammation"
1850,"inj site necrosis","inj necrosis"
1851,"Inj site nodule","Inj nodule"
1852,"inj site pain","inj pain"
1853,"inj site phlebitis","inj phlebitis"
1854,"inj site phlebitis/ thrombophlebitis","inj phlebitis/ thrombophlebitis"
1855,"Inj site reaction","Inj site"
1856,"inj site reactions","inj"
1857,"inj site thrombosis","inj thrombosis"
1858,"inj site ulcer","inj ulcer"
1859,"inj site/ assoc reaction","inj site/ assoc"
1860,"injection site","injection"
1861,"injury","injury"
1862,"insomnia","insomnia"
1863,"insulin sensitivity","insulin sensitivity"
1864,"intensified pulmonary vasoconstriction","intensified pulmonary vasoconstriction"
1865,"intermenstrual bleeding","intermenstrual bleeding"
1866,"intermenstrual spotting","intermenstrual spotting"
1867,"intermittent claudication","intermittent claudication"
1868,"intermittent spotting","intermittent spotting"
1869,"interstitial lung disease","interstitial lung"
1870,"interstitial lung disease/ pneumonitis","interstitial lung disease/ pneumonitis"
1871,"interstitial nephritis","interstitial nephritis"
1872,"interstitial pneumonia","interstitial pneumonia"
1873,"interstitial pneumonitis","interstitial pneumonitis"
1874,"interstitial pneumopathy","interstitial pneumopathy"
1875,"intestinal candidiasis","intestinal candidiasis"
1876,"intestinal cramp","intestinal cramp"
1877,"intestinal impaction","intestinal impaction"
1878,"intestinal ischaemia","intestinal ischaemia"
1879,"intestinal necrosis","intestinal necrosis"
1880,"intestinal obstruction","intestinal obstruction"
1881,"intestinal perforation","intestinal perforation"
1882,"intolerance","intolerance"
1883,"intracranial haemorrhage","intracranial haemorrhage"
1884,"intracranial hypertension","intracranial hypertension"
1885,"intracranial thrombosis","intracranial thrombosis"
1886,"intractable vomiting","intractable vomiting"
1887,"intrahepatic cholestasis","intrahepatic cholestasis"
1888,"intraocular inflammation","intraocular inflammation"
1889,"intraop floppy iris syndrome","intraop floppy iris"
1890,"intraoperative floppy iris syndrome","intraoperative floppy iris"
1891,"intrauterine adhesion","intrauterine adhesion"
1892,"invasive fungal","invasive fungal"
1893,"invasive pulmonary infection","invasive pulmonary"
1894,"investigate)","investigate)"
1895,"involuntary movement","involuntary movement"
1896,"involuntary muscle contraction","involuntary muscle contraction"
1897,"involuntary muscle contractions","involuntary muscle contractions"
1898,"iridocyclitis","iridocyclitis"
1899,"iris","iris"
1900,"iris hyperpigmentation","iris hyperpigmentation"
1901,"iris pigment release","iris pigment release"
1902,"iritis","iritis"
1903,"iron deficiency","iron deficiency"
1904,"IRR","IRR"
1905,"IRR eg hypo/ hypertension","IRR eg hypo/ hypertension"
1906,"irregular bleeding","irregular bleeding"
1907,"irregular heart rate","irregular heart"
1908,"irregular menses","irregular menses"
1909,"irregular menstrual cycle","irregular menstrual cycle"
1910,"irregular menstruation","irregular menstruation"
1911,"irregular uterine bleeding","irregular uterine bleeding"
1912,"irregular vaginal bleeding","irregular vaginal bleeding"
1913,"irreversible CNS","irreversible CNS"
1914,"irreversible male infertility","irreversible male infertility"
1915,"irritability","irritability"
1916,"irritation","irritation"
1917,"irritative bladder symptoms","irritative bladder"
1918,"ischaemia","ischaemia"
1919,"ischaemic","ischaemic"
1920,"ischaemic cerebrovascular","ischaemic cerebrovascular"
1921,"ischaemic colitis","ischaemic colitis"
1922,"ischaemic complication","ischaemic complication"
1923,"ischaemic coronary artery disorder","ischaemic coronary artery"
1924,"ischaemic CV events","ischaemic CV events"
1925,"ischaemic injury","ischaemic injury"
1926,"ischaemic stroke","ischaemic stroke"
1927,"itching","itching"
1928,"ITP","ITP"
1929,"Jarisch-Herxheimer reaction","Jarisch-Herxheimer"
1930,"Jarisch-Herxheimer-like reaction","Jarisch-Herxheimer-like"
1931,"Jarisch-Herzheimer reaction","Jarisch-Herzheimer"
1932,"jaundice","jaundice"
1933,"jaw osteonecrosis","jaw osteonecrosis"
1934,"jaw pain","jaw pain"
1935,"jaw spasm","jaw spasm"
1936,"JC virus assoc PML","JC virus PML"
1937,"jerks","jerks"
1938,"jitteriness","jitteriness"
1939,"John Cunningham virus reactivation","John Cunningham virus reactivation"
1940,"joint disorder","joint"
1941,"joint hyperextension","joint hyperextension"
1942,"joint pain","joint pain"
1943,"joint stiffness","joint stiffness"
1944,"joint swelling","joint swelling"
1945,"K","K"
1946,"K deficiency","K deficiency"
1947,"Kaposi's sarcoma","Kaposi's sarcoma"
1948,"Kawasaki disease","Kawasaki"
1949,"keloid","keloid"
1950,"keratitis","keratitis"
1951,"keratoacanthoma/ squamous cell skin cancer","keratoacanthoma/ squamous cell skin cancer"
1952,"ketoacidosis","ketoacidosis"
1953,"ketonuria","ketonuria"
1954,"kidney failure","kidney"
1955,"kidney graft rejection","kidney graft rejection"
1956,"kidney pain","kidney pain"
1957,"kidney precipitates","kidney precipitates"
1958,"Kounis syndrome","Kounis"
1959,"lab abnormalities","lab abnormalities"
1960,"lab test abnormality","lab test"
1961,"labyrinth","labyrinth"
1962,"labyrinth disorder","labyrinth"
1963,"lack of energy","lack energy"
1964,"lacrimation","lacrimation"
1965,"lacrimation conjunctivitis","lacrimation conjunctivitis"
1966,"lacrimation disorder","lacrimation"
1967,"lactate","lactate"
1968,"lactic acidosis","lactic acidosis"
1969,"lactic acidosis assoc with serious conditions eg multiorgan failure","lactic acidosis conditions eg multiorgan"
1970,"language abnormality","language"
1971,"laryngeal oedema","laryngeal oedema"
1972,"laryngeal spasm","laryngeal spasm"
1973,"laryngitis","laryngitis"
1974,"laryngoedema","laryngoedema"
1975,"laryngospasm","laryngospasm"
1976,"larynx","larynx"
1977,"lassitude","lassitude"
1978,"lasting creatinine incr","lasting creatinine"
1979,"late emergent","late emergent"
1980,"late onset","late onset"
1981,"latent virus reactivation","latent virus reactivation"
1982,"Laxative effect","Laxative"
1983,"LE cell","LE cell"
1984,"learning disorder","learning"
1985,"leg cramp","leg cramp"
1986,"leg cramps","leg cramps"
1987,"leg oedema","leg oedema"
1988,"leg pain","leg pain"
1989,"legionellosis","legionellosis"
1990,"lens opacity","lens opacity"
1991,"lens subluxation","lens subluxation"
1992,"lenticular lesion","lenticular lesion"
1993,"leprosy reactional state","leprosy reactional state"
1994,"Lesional","Lesional"
1995,"lesions","lesions"
1996,"lethargy","lethargy"
1997,"leucocytoclastic vasculitis","leucocytoclastic vasculitis"
1998,"leucocytosis","leucocytosis"
1999,"leucoencephalopathy","leucoencephalopathy"
2000,"leucopenia","leucopenia"
2001,"leucorrhoea","leucorrhoea"
2002,"leukaemia","leukaemia"
2003,"leuko/ lymphocytosis","leuko/ lymphocytosis"
2004,"leukocytosis","leukocytosis"
2005,"leukopenia","leukopenia"
2006,"leukostasis","leukostasis"
2007,"LFT abnormality","LFT"
2008,"LFT change","LFT"
2009,"LFT changes","LFT"
2010,"LFT disturbance","LFT"
2011,"LFTs","LFTs"
2012,"libido changes","libido"
2013,"libido disorder","libido"
2014,"libido loss","libido"
2015,"lid disorders","lid"
2016,"lid oedema","lid oedema"
2017,"lid reactions","lid"
2018,"light sensitivity","light sensitivity"
2019,"lightheadedness","lightheadedness"
2020,"limb pain","limb pain"
2021,"lip swelling","lip swelling"
2022,"lipase","lipase"
2023,"lipid change","lipid"
2024,"lipid disorders","lipid"
2025,"lipids","lipids"
2026,"lipoatrophy","lipoatrophy"
2027,"lipoatrophy/ dystrophy","lipoatrophy/ dystrophy"
2028,"lipodystrophy","lipodystrophy"
2029,"lipoprotein","lipoprotein"
2030,"lipoprotein changes","lipoprotein"
2031,"listeria meningitis","listeria meningitis"
2032,"listeriosis","listeriosis"
2033,"Livedo reticularis","Livedo reticularis"
2034,"liver","liver"
2035,"liver damage","liver damage"
2036,"liver failure","liver"
2037,"liver function disturbance","liver function"
2038,"liver impairment","liver impairment"
2039,"liver injury","liver injury"
2040,"liver necrosis","liver necrosis"
2041,"liver sinusoidal obstruction syndrome","liver sinusoidal obstruction"
2042,"liver tumour","liver tumour"
2043,"local","local"
2044,"local atrophy","atrophy"
2045,"local burning","burning"
2046,"Local effects","Local"
2047,"Local erythema","erythema"
2048,"Local eye","eye"
2049,"local infection","local"
2050,"local inj site reaction","inj site"
2051,"local irritation","irritation"
2052,"local mucosal irritation","mucosal irritation"
2053,"local pain","pain"
2054,"Local reaction","Local"
2055,"Local reactions","Local"
2056,"Local skin reaction","skin"
2057,"local skin response ","skin response"
2058,"local soreness","soreness"
2059,"local swelling","swelling"
2060,"local tissue necrosis","tissue necrosis"
2061,"Localised itching","Localised itching"
2062,"loss of appetite","appetite"
2063,"loss of balance","balance"
2064,"loss of consciousness","consciousness"
2065,"loss of libido","libido"
2066,"loss of penile sensation","penile sensation"
2067,"loss of taste","taste"
2068,"low Hb","low Hb"
2069,"low plasma Zn","low plasma Zn"
2070,"lower abdominal cramps","lower abdominal cramps"
2071,"lower abdominal pain","lower abdominal pain"
2072,"lower extremity pain","lower extremity pain"
2073,"lower limb oedema","lower limb oedema"
2074,"lower quadrant abdominal pain","lower quadrant abdominal pain"
2075,"lowered seizure threshold","lowered seizure threshold"
2076,"LRTI","LRTI"
2077,"lung concretions/ precipitates","lung concretions/ precipitates"
2078,"lung disease","lung"
2079,"lung infiltration","lung infiltration"
2080,"lupoid reaction","lupoid"
2081,"lupus erythematosus syndrome","lupus erythematosus"
2082,"lupus-like reaction","lupus-like"
2083,"lupus-like syndrome","lupus-like"
2084,"LV dysfunction","LV"
2085,"LVEF decr","LVEF"
2086,"LVEF reduction","LVEF reduction"
2087,"LVF","LVF"
2088,"Lyell syndrome","Lyell"
2089,"lymph gland enlargement","lymph gland enlargement"
2090,"lymphadenoma","lymphadenoma"
2091,"lymphadenopathy","lymphadenopathy"
2092,"lymphangitis","lymphangitis"
2093,"lymphocele","lymphocele"
2094,"lymphocytosis","lymphocytosis"
2095,"lymphoedema","lymphoedema"
2096,"lymphoma","lymphoma"
2097,"lymphoma (paediatric patients)","lymphoma (paediatric patients)"
2098,"lymphopenia","lymphopenia"
2099,"lymphoproliferative disease","lymphoproliferative"
2100,"lymphoproliferative disorder","lymphoproliferative"
2101,"maceration","maceration"
2102,"macrophage activation syndrome","macrophage activation"
2103,"macular oedema","macular oedema"
2104,"maculopapular rash","maculopapular rash"
2105,"madarosis","madarosis"
2106,"major bleed","major bleed"
2107,"major bleeding event","major bleeding"
2108,"major CV event","major CV"
2109,"malabsorption syndrome","malabsorption"
2110,"malaise","malaise"
2111,"male infertility","male infertility"
2112,"male sexual dysfunction","male sexual"
2113,"malignancy","malignancy"
2114,"malignancy risk","malignancy"
2115,"malignant hyperthermia","malignant hyperthermia"
2116,"malignant lymphoma","malignant lymphoma"
2117,"mania","mania"
2118,"mania/ hypomania","mania/ hypomania"
2119,"manic symptom","manic"
2120,"manic symptoms","manic"
2121,"marked bradycardia cardiac arrest","marked bradycardia cardiac arrest"
2122,"marked LFT elevation","marked LFT elevation"
2123,"marked raised LFTs","marked LFTs"
2124,"MAS","MAS"
2125,"masking infection","masking"
2126,"mastodynia","mastodynia"
2127,"maternal hyponatremia","maternal hyponatremia"
2128,"Mazzotti-type","Mazzotti-type"
2129,"meconium in amniotic fluid","meconium amniotic fluid"
2130,"medication overuse headache","medication overuse headache"
2131,"medication residue","medication residue"
2132,"medication use","medication use"
2133,"megacolon","megacolon"
2134,"megalobastic erythropoiesis","megalobastic erythropoiesis"
2135,"megaloblastic anaemia","megaloblastic anaemia"
2136,"melaena","melaena"
2137,"melanoma","melanoma"
2138,"melasma","melasma"
2139,"membranous glomerulopathy","membranous glomerulopathy"
2140,"memory impairment","memory impairment"
2141,"memory loss","memory"
2142,"meningioma","meningioma"
2143,"meningism","meningism"
2144,"meningitis","meningitis"
2145,"menopausal symptoms","menopausal"
2146,"menorrhagia","menorrhagia"
2147,"menstrual","menstrual"
2148,"menstrual abnormality","menstrual"
2149,"menstrual change","menstrual"
2150,"menstrual disorder","menstrual"
2151,"menstrual disorders","menstrual"
2152,"Menstrual disturbance","Menstrual"
